id,title,assignee,inventor,priority,filing,publicationdate,grantdate,resultlink,url,
US-10993918-B2,Polynucleotides encoding citrin for the treatment of Citrullinemia type 2 ,"Modernatx, Inc.","Paolo Martini, Stephen Hoge, Kerry Benenato, Vladimir Presnyak, Iain McFadyen, Ellalahewage Sathyajith Kumarasinghe, Jingsong Cao, Lin Tung GUEY, Staci Sabnis",2016-05-18,2017-05-18,2021-05-04,2021-05-04,https://patents.google.com/patent/US10993918B2/en,https://patentimages.storage.googleapis.com/e5/87/e7/0a3b7b9fbc0f4a/US10993918-20210504-D00001.png,
KR-101953237-B1,Novel dna-binding proteins and uses thereof ,"상가모 테라퓨틱스, 인코포레이티드","필립 디. 그레고리, 제프리 씨. 밀러, 데이비드 파스촌, 에드워드 제이. 레바르, 슈왠 탄, 표도르 우르노브, 레이 장",2010-05-17,2011-05-17,2019-02-28,2019-02-28,https://patents.google.com/patent/KR101953237B1/en,https://patentimages.storage.googleapis.com/f6/a5/87/cc0a166f0dc229/112012102819031-pct00179.png,
US-11077094-B2,Spiro-lactam NMDA receptor modulators and uses thereof ,Aptinyx Inc.,"John A. Lowe, III, M. Amin Khan",2013-01-29,2019-08-09,2021-08-03,2021-08-03,https://patents.google.com/patent/US11077094B2/en,https://patentimages.storage.googleapis.com/3b/34/c7/a97604abe70b08/US11077094-20210803-D00000.png,
US-2018207163-A1,Methods and compositions for treating solid tumors and other malignancies ,Novartis Ag,"Maria Borland, Christopher Thomas Brain, Shivang Doshi, Sunkyu Kim, Jianguo Ma, Josh Murtie, Hong Zhang",2010-04-13,2018-03-26,2018-07-26,,https://patents.google.com/patent/US20180207163A1/en,https://patentimages.storage.googleapis.com/7c/b7/06/aecf9c075a4674/US20180207163A1-20180726-D00001.png,
ES-2784914-T3,Compositions of plant extracts and methods of their preparation ,Apeel Tech Inc,"Louis Perez, James Rogers, Ronald Bakus, Chance Holland, Jenny Du",2015-05-20,2016-05-20,2020-10-02,2020-10-02,https://patents.google.com/patent/ES2784914T3/en,,
US-10196401-B2,Spiro-lactam NMDA receptor modulators and uses thereof ,Aptinyx Inc.,M. Amin Khan,2016-05-19,2017-12-04,2019-02-05,2019-02-05,https://patents.google.com/patent/US10196401B2/en,https://patentimages.storage.googleapis.com/e9/7e/af/c7819bcafc7f75/US10196401-20190205-D00001.png,
US-9439974-B2,Conjugated biological molecules and their preparation ,Polytherics Limited,"Stephen James Brocchini, Antony Robert Godwin, Elisa Pedone, Ji-Won Choi, Sunil Shaunak",2003-07-11,2014-07-28,2016-09-13,2016-09-13,https://patents.google.com/patent/US9439974B2/en,https://patentimages.storage.googleapis.com/fe/42/1e/bfc930da0de67c/US09439974-20160913-D00001.png,
US-9522140-B2,Aryl substituted carboxamide derivatives as calcium or sodium channel blockers ,Raqualia Pharma Inc.,"Tadashi Inoue, Shuzo Watanabe, Tatsuya Yamagishi, Yoshimasa Arano, Mikio Morita, Kaoru Shimada",2009-05-29,2015-07-02,2016-12-20,2016-12-20,https://patents.google.com/patent/US9522140B2/en,,
US-11325906-B2,Chemical compounds ,Astrazeneca Ab,"Jeffrey Wallace JOHANNES, Sudhir Mahadeo HANDE, Sebastien Louis DEGORCE, Martin John Packer",2019-07-19,2020-07-17,2022-05-10,2022-05-10,https://patents.google.com/patent/US11325906B2/en,https://patentimages.storage.googleapis.com/50/db/37/9293ce0291b381/US11325906-20220510-D00001.png,
US-10253032-B2,Spiro-lactam NMDA receptor modulators and uses thereof ,Aptinyx Inc.,"John A. Lowe, III, M. Amin Khan",2013-01-29,2017-07-19,2019-04-09,2019-04-09,https://patents.google.com/patent/US10253032B2/en,,
JP-6880260-B2,Muscarine receptor agonist ,"ヘプタレス セラピューティクス リミテッドＨｅｐｔａｒｅｓ Ｔｈｅｒａｐｅｕｔｉｃｓ Ｌｉｍｉｔｅｄ, ヘプタレス  セラピューティクス  リミテッド","コングリーヴ，マイルズ・スチュアート, ブラウン，ジャイルズ・アルバート, テハン，ベンジャミン・ジェラルド, ピックワース，マーク, キャンズフィールド，ジュリー・エレイン",2014-03-19,2020-02-07,2021-06-02,2021-06-02,https://patents.google.com/patent/JP6880260B2/en,https://patentimages.storage.googleapis.com/0a/58/60/0f232f502a0286/0006880260-104.png,
US-10273239-B2,Spiro-lactam NMDA receptor modulators and uses thereof ,Aptinyx Inc.,"John A. Lowe, III, M. Amin Khan",2013-01-29,2017-08-02,2019-04-30,2019-04-30,https://patents.google.com/patent/US10273239B2/en,https://patentimages.storage.googleapis.com/29/3e/76/376919a3f057b4/US10273239-20190430-D00001.png,
US-10316041-B2,Spiro-lactam NMDA receptor modulators and uses thereof ,Aptinyx Inc.,"John A. Lowe, III, M. Amin Khan",2013-01-29,2017-06-16,2019-06-11,2019-06-11,https://patents.google.com/patent/US10316041B2/en,https://patentimages.storage.googleapis.com/f0/56/96/3f3a39f19bc673/US10316041-20190611-D00001.png,
US-2021155632-A1,Spiro-lactam nmda receptor modulators and uses thereof ,Aptinyx Inc.,"John A. Lowe, III, M. Amin Khan",2013-01-29,2020-07-02,2021-05-27,,https://patents.google.com/patent/US20210155632A1/en,https://patentimages.storage.googleapis.com/74/6f/23/df40730861ee52/US20210155632A1-20210527-D00001.png,
US-10040751-B2,Intermediates for macrocyclic compounds ,"Ocera Therapeutics, Inc.","Eric Marsault, Kamel Benakli, Hamid Hoveyda, Mark L. Peterson, Sylvie Beaubien, Luc Ouellet, Carl St-Louis, Sophie Beauchemin",2003-06-18,2015-10-01,2018-08-07,2018-08-07,https://patents.google.com/patent/US10040751B2/en,https://patentimages.storage.googleapis.com/cb/7b/7f/160bbe14e6e44a/US10040751-20180807-D00001.png,
US-11315662-B2,Assay information management methods and devices ,"Meso Scale Technologies, Llc.","Charles M. Clinton, Xinri Cong, Eli N. Glezer, Sudeep Kumar, Carl Stevens, Michael Vock, Jon S. Willoughby",2009-07-27,2019-10-07,2022-04-26,2022-04-26,https://patents.google.com/patent/US11315662B2/en,,
JP-6542797-B2,Microfluidic device integrated with target amplification and microarray detection ,"キャピタルバイオ コーポレーションＣａｐｉｔａｌＢｉｏ Ｃｏｒｐｏｒａｔｉｏｎ, キャピタルバイオ  コーポレーション, 清華大學Ｔｓｉｎｇｈｕａ Ｕｎｉｖｅｒｓｉｔｙ, 清華大學","リウ，ヤン, ヂャン，グオハオ, ヂュウ，ジアン, フェン，ヂェンデ, グオ，ホンジュ, ガオ，ジエン, シン，ワンリー, チョン，ジン",2014-03-31,2015-03-31,2019-07-10,2019-07-10,https://patents.google.com/patent/JP6542797B2/en,,
JP-5847226-B2,Piperidine and piperazine derivatives for the treatment of tumors ,"メルク パテント ゲゼルシャフト ミット ベシュレンクテル ハフツングＭｅｒｃｋ Ｐａｔｅｎｔ Ｇｅｓｅｌｌｓｃｈａｆｔ ｍｉｔ ｂｅｓｃｈｒａｅｎｋｔｅｒ Ｈａｆｔｕｎｇ, メルク  パテント  ゲゼルシャフト  ミット  ベシュレンクテル  ハフツング","カイ シュイーマン、, カイ シュイーマン、, メラニー シュルツ、, メラニー シュルツ、, アンドレー ブラウカート、, アンドレー ブラウカート、, インゴ コバー、, インゴ コバー、",2007-10-05,2014-04-09,2016-01-20,2016-01-20,https://patents.google.com/patent/JP5847226B2/en,,
CN-110072557-B,Promoter SynP198 for the specific expression of genes in directionally selective retinal ganglion cells ,弗里德里克·米谢尔生物医学研究所,"D·哈特尔, J·于特纳, A·克雷布斯, B·罗斯卡, D·舒伯勒",2016-11-02,2017-11-01,2022-11-11,2022-11-11,https://patents.google.com/patent/CN110072557B/en,https://patentimages.storage.googleapis.com/e9/47/f9/cd6203ae7f8509/HDA0002043380250000011.png,
US-10093640-B2,"Substituted benzofuran, benzothiophene and indole MCL-1 inhibitors ",Vanderbilt University,"Taekyu Lee, Nicholas F. Pelz, Johannes Belmar, Zhiguo Bian, Edward T. Olejniczak, Stephen W. Fesik, Brian A. Chauder",2012-09-21,2013-09-20,2018-10-09,2018-10-09,https://patents.google.com/patent/US10093640B2/en,,
US-10765648-B2,iNKT cell modulators and methods of using the same ,Ludwig Institute For Cancer Research,"Vincenzo Cerundolo, Gurdyal S. Besra, Liam R. Cox",2011-11-30,2019-04-17,2020-09-08,2020-09-08,https://patents.google.com/patent/US10765648B2/en,https://patentimages.storage.googleapis.com/f4/8a/54/5df9bf8e98aafc/US10765648-20200908-D00001.png,
US-9146221-B2,High-density ion transport measurement biochip devices and methods ,Aviva Biosciences Corporation,"Antonio Guia, George Walker, Jia Xu, Julian Yuan, Lei Wu, Mingxian Huang",2001-03-24,2013-03-13,2015-09-29,2015-09-29,https://patents.google.com/patent/US9146221B2/en,https://patentimages.storage.googleapis.com/4a/07/97/82120a5267bb5a/US09146221-20150929-D00001.png,
CN-112266411-B,Novel coronavirus vaccine and application thereof ,北京诺思兰德生物技术股份有限公司,"梁明征, 马杉姗, 汤晓闯, 聂李亚, 马素永, 韩成权, 许松山",2020-09-25,2020-09-25,2022-06-24,2022-06-24,https://patents.google.com/patent/CN112266411B/en,,
JP-7161291-B2,Mutant pore ,"ブイアイビー ブイゼットダブリュ, フリーイェ・ユニヴェルシテイト・ブリュッセル, オックスフォード ナノポール テクノロジーズ ピーエルシー","ホウォルカ，ステファン, リモート，ハン, ジャヤシンゲ，ラクマル, エリザベス，ジェーン ウォレス, アンソニー クラーク，ジェームス, ジョージ ハンブリー，リチャード, バンクス ピュー，ジョナサン",2014-09-01,2015-09-01,2022-10-26,2022-10-26,https://patents.google.com/patent/JP7161291B2/en,https://patentimages.storage.googleapis.com/0f/4a/f2/5631631e413baf/0007161291000048.png,
CN-103957929-B,The polynucleotides of polypeptide and coding said polypeptide with lysozyme activity ,诺维信公司,"K·M·施诺尔, J·E·尼尔森, M·克劳森",2011-11-25,2012-11-23,2017-06-30,2017-06-30,https://patents.google.com/patent/CN103957929B/en,,
US-11198732-B2,Fc variants ,Amgen Inc.,"Zhi Liu, Gunasekaran Kannan, Wei Yan",2011-03-16,2019-05-16,2021-12-14,2021-12-14,https://patents.google.com/patent/US11198732B2/en,https://patentimages.storage.googleapis.com/8b/4e/34/9b2c48991ad7c5/US11198732-20211214-D00001.png,
US-11091486-B2,"Process for the preparation of pyrazolo[1,5-a]pyrimidines and salts thereof ","Array Biopharma, Inc, Loxo Oncology, Inc.","Qian Zhao, Stacey Spencer, Yutong Jiang, Julia Haas, Charles Todd Eary",2016-10-26,2017-10-26,2021-08-17,2021-08-17,https://patents.google.com/patent/US11091486B2/en,https://patentimages.storage.googleapis.com/10/ac/26/aa5f32db65f137/US11091486-20210817-D00001.png,
US-9493419-B2,Quinoline derivatives as anti-cancer agents ,The Hong Kong Polytechnic University,"Johnny Cheuk-on Tang, Albert Sun Chi CHAN, Kim Hung LAM, Sau Hing Chan",2007-08-21,2011-12-22,2016-11-15,2016-11-15,https://patents.google.com/patent/US9493419B2/en,https://patentimages.storage.googleapis.com/6b/aa/09/6e6ff45c1701ba/US09493419-20161115-D00001.png,
US-8840774-B2,Electrochemistry and electrogenerated chemiluminescence with a single faradaic electrode ,Board Of Regents Of The University Of Texas System,"Allen J. Bard, Chong-Yang Liu",2005-06-03,2013-10-28,2014-09-23,2014-09-23,https://patents.google.com/patent/US8840774B2/en,https://patentimages.storage.googleapis.com/0e/59/8a/a050a8f0a5817d/US08840774-20140923-D00000.png,
US-11648194-B2,Cosmetic composition and methods of use thereof ,Mary Kay Inc.,"Julia Collier, Michael Frushour, Kim Wilson",2014-12-03,2021-03-19,2023-05-16,2023-05-16,https://patents.google.com/patent/US11648194B2/en,,
CN-103827131-B,"The nucleic acid molecules of encoding novel herpes antigen, the vaccine comprising the nucleic acid molecules and its application method ",宾夕法尼亚大学托管会,"D·B·韦纳, D·J·夏洛克",2011-01-31,2012-01-31,2017-06-30,2017-06-30,https://patents.google.com/patent/CN103827131B/en,,
US-2020088747-A1,Lipid biomarkers for stable and unstable heart disease ,Baker Idi Heart And Diabetes Institute Holdings Limited,"Peter John Meikle, Izhak Haviv, Bronwyn Anne Kingwell, Justin Bedo, Benjamin Goudey",2009-11-27,2019-04-09,2020-03-19,,https://patents.google.com/patent/US20200088747A1/en,https://patentimages.storage.googleapis.com/86/c0/af/db6aa5bb6ebfec/US20200088747A1-20200319-D00001.png,
JP-5351230-B2,Polypeptides and biosynthetic pathways ,カーギル，インコーポレイティド,"ダブリュ． アブラハム，ティモシー, シー． キャメロン，ダグラス, ダルージ，ジョセフ, エム． ヒックス，ポーラ, ジェイ． ホブソン，ラッセル, シー． マクファーラン，サラ, ミリス，ジム, ロザッツァ，ジョン, チャオ，リシャン, ピー． ウェイナー，デイビッド",2002-04-23,2011-09-20,2013-11-27,2013-11-27,https://patents.google.com/patent/JP5351230B2/en,https://patentimages.storage.googleapis.com/8c/70/7c/7a4e2bc55efc1d/0005351230-11.png,
US-10827731-B2,Method of inactivating the IPK1 gene in corn ,"Sangamo Therapeutics, Inc.",Yannick Doyon,2009-08-11,2018-05-25,2020-11-10,2020-11-10,https://patents.google.com/patent/US10827731B2/en,https://patentimages.storage.googleapis.com/f8/19/85/c92b217e399e55/US10827731-20201110-D00001.png,
US-11103445-B2,Cosmetic compositions ,Mary Kay Inc.,"David Gan, Geetha KALAHASTI, Lisha VanPelt",2014-12-03,2019-08-20,2021-08-31,2021-08-31,https://patents.google.com/patent/US11103445B2/en,,
US-11612163-B2,Stabilization of whole blood samples ,The General Hospital Corporation,"Rebecca Sandlin, Keith Wong, Shannon Tessier, Mehmet Toner, Shannon Stott",2014-08-07,2020-07-23,2023-03-28,2023-03-28,https://patents.google.com/patent/US11612163B2/en,https://patentimages.storage.googleapis.com/38/52/4e/c60151223b96bf/US11612163-20230328-D00001.png,
AU-2017228385-B2,Substituted indole Mcl-1 inhibitors ,Vanderbilt University,"Zhiguo BIAN, Plamen P. CHRISTOV, Stephen W. Fesik, Kyuok JEON, Kwangho Kim, Taekyu Lee, Edward T. Olejniczak, James M. Salovich, Subrata SHAW, James C. Tarr, Nagarathanam VEERASAMY, Bin Zhao",2016-03-04,2017-03-03,2021-11-04,2021-11-04,https://patents.google.com/patent/AU2017228385B2/en,,
US-9540437-B2,Humanized antibodies ,Argen-X N.V.,"Torsten Dreier, Johannes Joseph Wilhelmus de Haard",2010-01-04,2014-07-28,2017-01-10,2017-01-10,https://patents.google.com/patent/US9540437B2/en,https://patentimages.storage.googleapis.com/f0/d2/d0/ccdfb3a24a9df1/US09540437-20170110-D00001.png,
US-10640750-B2,Ultrasound technology to control the spatial organization of cells and proteins in engineered tissues ,University Of Rochester,"Diane Dalecki, Denise Hocking, Kelley Garvin",2009-05-19,2017-05-26,2020-05-05,2020-05-05,https://patents.google.com/patent/US10640750B2/en,https://patentimages.storage.googleapis.com/ba/54/e2/6b8c084e74204b/US10640750-20200505-D00000.png,
US-8338615-B2,Human protein tyrosine phosphatase inhibitors and methods of use ,Aerpio Therapeutics Inc.,"Jeffrey Lyle Gray, Kande K. D. Amarasinghe, Cynthia Monesa Clark, Ryan Matthew Nichols, Matthew B. Maier",2006-06-27,2011-12-01,2012-12-25,2012-12-25,https://patents.google.com/patent/US8338615B2/en,,
US-2023242891-A1,Novel crispr dna and rna targeting enzymes and systems ,"Arbor Biotechnologies, Inc.","Elise Keston-Smith, David A. Scott, David R. Cheng, Winston X. Yan, Pratyusha Hunnewell, Jason Carte",2018-03-14,2019-03-14,2023-08-03,,https://patents.google.com/patent/US20230242891A1/en,https://patentimages.storage.googleapis.com/f0/5c/19/e8f839f09eddb2/US20230242891A1-20230803-D00000.png,
US-11455768-B2,Method for forward progress and programmable timeouts of tree traversal mechanisms in hardware ,Nvidia Corporation,"Greg Muthler, Ronald Charles BABICH, JR., William Parsons Newhall, Jr., Peter Nelson, James Robertson, John Burgess",2018-08-10,2020-12-04,2022-09-27,2022-09-27,https://patents.google.com/patent/US11455768B2/en,https://patentimages.storage.googleapis.com/50/8e/7e/7182fe1831abb5/US11455768-20220927-D00000.png,
US-11168324-B2,Crispr DNA targeting enzymes and systems ,"Arbor Biotechnologies, Inc.","Shaorong Chong, Winston X. Yan, David A. Scott, David R. Cheng, Pratyusha Hunnewell",2018-03-14,2020-12-31,2021-11-09,2021-11-09,https://patents.google.com/patent/US11168324B2/en,https://patentimages.storage.googleapis.com/35/57/44/c00cd65af34d5d/US11168324-20211109-D00001.png,
US-11704863-B2,Watertight ray triangle intersection ,Nvidia Corporation,"Samuli Laine, Tero Karras, Timo Aila, Robert OHANNESSIAN, William Parsons Newhall, Jr., Greg Muthler, Ian Kwong, Peter Nelson, John Burgess",2018-08-10,2022-04-08,2023-07-18,2023-07-18,https://patents.google.com/patent/US11704863B2/en,https://patentimages.storage.googleapis.com/a7/8e/f1/374a6919a5fd9f/US11704863-20230718-D00000.png,
US-11138009-B2,"Robust, efficient multiprocessor-coprocessor interface ",Nvidia Corporation,"Ronald Charles BABICH, JR., John Burgess, Jack Choquette, Tero Karras, Samuli Laine, Ignacio Llamas, Gregory Muthler, William Parsons Newhall, Jr.",2018-08-10,2018-08-10,2021-10-05,2021-10-05,https://patents.google.com/patent/US11138009B2/en,https://patentimages.storage.googleapis.com/c6/46/d5/e82d121178339c/US11138009-20211005-D00000.png,
